id,book_id,best_book_id,work_id,books_count,isbn,isbn13,authors,original_publication_year,original_title,title,language_code,average_rating,ratings_count,work_ratings_count,work_text_reviews_count,ratings_1,ratings_2,ratings_3,ratings_4,ratings_5,image_url,small_image_url
1458,3388,3388,2771048,105,067976397X,9780679763970.0,Louis de Bernières,1994.0,Captain Corelli's Mandolin,Corelli's Mandolin,eng,3.95,57583,65596,2279,1734,4029,13185,23679,22969,https://images.gr-assets.com/books/1479680795m/3388.jpg,https://images.gr-assets.com/books/1479680795s/3388.jpg
1460,24,24,2611786,76,767903862,9780767903870.0,Bill Bryson,2000.0,Down Under,In a Sunburned Country,eng,4.05,58688,66668,4455,607,2214,12998,28184,22665,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png,https://s.gr-assets.com/assets/nophoto/book/50x75-a91bf249278a81aabab721ef782c4a74.png
1487,1848,1848,2969000,139,743246985,9780743246990.0,Jung Chang,1991.0,Wild Swans: Three Daughters of China,Wild Swans: Three Daughters of China,en-US,4.23,60193,67548,4426,921,1940,9406,23802,31479,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png,https://s.gr-assets.com/assets/nophoto/book/50x75-a91bf249278a81aabab721ef782c4a74.png
1506,1427,1427,3341790,154,60832819,9780060832810.0,"Paulo Coelho, Margaret Jull Costa",2005.0,O Zahir,The Zahir,eng,3.56,50921,56047,2731,2677,6561,16568,16990,13251,https://images.gr-assets.com/books/1493044059m/1427.jpg,https://images.gr-assets.com/books/1493044059s/1427.jpg
1597,122,122,649656,82,034541005X,9780345410050.0,Bryce Courtenay,1989.0,The Power of One,"The Power of One (The Power of One, #1)",eng,4.34,57312,60575,4581,698,1628,6814,18645,32790,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png,https://s.gr-assets.com/assets/nophoto/book/50x75-a91bf249278a81aabab721ef782c4a74.png
1605,6440,6440,1039021,880,140436588,9780140436590.0,Walter Scott,1819.0,Ivanhoe,Ivanhoe,eng,3.75,65828,71368,1780,1770,5665,20339,24748,18846,https://images.gr-assets.com/books/1405336818m/6440.jpg,https://images.gr-assets.com/books/1405336818s/6440.jpg
1683,1171,7865083,855103,44,140143459,9780140143450.0,Michael   Lewis,1989.0,Liar's Poker: Rising Through the Wreckage on Wall Street,Liar's Poker,en-US,4.16,22315,53700,1678,458,1513,8684,21374,21671,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png,https://s.gr-assets.com/assets/nophoto/book/50x75-a91bf249278a81aabab721ef782c4a74.png
1684,1052,1052,5265,187,451205367,9780451205360.0,George S. Clason,1926.0,,The Richest Man in Babylon,eng,4.23,50206,55675,2524,734,2052,8411,17013,27465,https://images.gr-assets.com/books/1348336780m/1052.jpg,https://images.gr-assets.com/books/1348336780s/1052.jpg
1727,357,357,1096,82,671742515,9780671742520.0,Douglas Adams,1988.0,The Long Dark Tea-Time of the Soul,"The Long Dark Tea-Time of the Soul (Dirk Gently, #2)",en-US,4.05,59276,63769,1458,393,2464,13614,24400,22898,https://images.gr-assets.com/books/1388257271m/357.jpg,https://images.gr-assets.com/books/1388257271s/357.jpg
1739,2666,2666,1080201,92,553381342,9780553381340.0,Tom Wolfe,1987.0,The Bonfire of the Vanities,The Bonfire of the Vanities,eng,3.81,52062,56076,2133,1413,4001,13674,21544,15444,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png,https://s.gr-assets.com/assets/nophoto/book/50x75-a91bf249278a81aabab721ef782c4a74.png
1783,264,264,1434368,508,141439637,9780141439630.0,"Henry James, Patricia Crick",1881.0,The Portrait of a Lady,The Portrait of a Lady,eng,3.76,55019,59317,2105,1935,4908,15386,20335,16753,https://images.gr-assets.com/books/1502148606m/264.jpg,https://images.gr-assets.com/books/1502148606s/264.jpg
1853,760,760,2166510,165,307278492,9780307278490.0,"Gabriel García Márquez, Edith Grossman",2004.0,Memoria de mis putas tristes,Memories of My Melancholy Whores,eng,3.59,33534,50285,3018,1379,4851,16568,17933,9554,https://images.gr-assets.com/books/1327484658m/760.jpg,https://images.gr-assets.com/books/1327484658s/760.jpg
1936,4659,4659,3359767,94,345469011,9780345469010.0,John Irving,1998.0,A Widow for One Year,A Widow for One Year,,3.74,45051,50081,2298,894,3513,14489,19858,11327,https://images.gr-assets.com/books/1375776653m/4659.jpg,https://images.gr-assets.com/books/1375776653s/4659.jpg
1976,25,25,3419048,69,076790382X,9780767903820.0,Bill Bryson,1998.0,Notes from a Big Country,I'm a Stranger Here Myself: Notes on Returning to America after Twenty Years Away,en-US,3.89,44610,49430,2335,601,2332,12624,20065,13808,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png,https://s.gr-assets.com/assets/nophoto/book/50x75-a91bf249278a81aabab721ef782c4a74.png
1999,249,249,543143,205,802131786,9780802131780.0,Henry Miller,1934.0,Tropic of Cancer,Tropic of Cancer,eng,3.71,45518,49701,2526,2313,4591,12278,16494,14025,https://images.gr-assets.com/books/1408753140m/249.jpg,https://images.gr-assets.com/books/1408753140s/249.jpg
2026,6138,6138,1044477,260,375757856,9780375757850.0,"Wilkie Collins, Carolyn G. Heilbrun",1868.0,The Moonstone,The Moonstone,eng,3.9,50322,58283,3297,1256,3266,13487,22376,17898,https://images.gr-assets.com/books/1403192382m/6138.jpg,https://images.gr-assets.com/books/1403192382s/6138.jpg
2052,1540,1540,5672,331,015602764X,9780156027650.0,"Sophocles, Dudley Fitts, Elena Bono, Robert Fitzgerald",-401.0,,"The Oedipus Cycle: Oedipus Rex/Oedipus at Colonus/Antigone (The Theban Plays, #1–3)",en-US,3.96,42175,50789,1122,701,2795,11945,17804,17544,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png,https://s.gr-assets.com/assets/nophoto/book/50x75-a91bf249278a81aabab721ef782c4a74.png
2053,5527,5527,900927,83,156004801,9780156004800.0,Robert Penn Warren,1946.0,All the King’s Men,All the King's Men,eng,4.08,42821,46988,1951,834,2204,8396,16578,18976,https://images.gr-assets.com/books/1342193852m/5527.jpg,https://images.gr-assets.com/books/1342193852s/5527.jpg
2174,2279,2279,1732395,23,671869205,9780671869200.0,David McCullough,1992.0,Truman,Truman,en-US,4.15,53088,54704,1767,1869,2168,7817,17033,25817,https://images.gr-assets.com/books/1364681969m/2279.jpg,https://images.gr-assets.com/books/1364681969s/2279.jpg
2279,27,27,3164459,57,380713802,9780380713810.0,Bill Bryson,1991.0,Neither Here Nor There: Travels in Europe,Neither Here nor There: Travels in Europe,en-US,3.88,42170,45390,2168,874,2545,11191,17477,13303,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png,https://s.gr-assets.com/assets/nophoto/book/50x75-a91bf249278a81aabab721ef782c4a74.png
2318,998,998,5210,43,671015206,9780671015210.0,"Thomas J. Stanley, William D. Danko",1995.0,The Millionaire Next Door: The Surprising Secrets of America's Wealthy,The Millionaire Next Door: The Surprising Secrets of Americas Wealthy,eng,4.0,43937,46748,2049,645,2318,10382,16665,16738,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png,https://s.gr-assets.com/assets/nophoto/book/50x75-a91bf249278a81aabab721ef782c4a74.png
2321,26,26,1888943,47,60920084,9780060920080.0,Bill Bryson,1989.0,The Lost Continent: Travels in Small-Town America,The Lost Continent: Travels in Small Town America,en-US,3.83,40254,42202,2119,1100,2653,10395,16124,11930,https://images.gr-assets.com/books/1404042682m/26.jpg,https://images.gr-assets.com/books/1404042682s/26.jpg
2337,431,431,2343071,102,143039830,9780143039840.0,"Paul Auster, Art Spiegelman",1987.0,The New York Trilogy,The New York Trilogy,eng,3.92,34730,42965,2418,807,2663,9082,17098,13315,https://images.gr-assets.com/books/1386924429m/431.jpg,https://images.gr-assets.com/books/1386924429s/431.jpg
2366,1715,1715,2870411,437,014044789X,9780140447900.0,"Ovid, David Raeburn, Denis Feeney",8.0,Metamorphoses,Metamorphoses,eng,4.03,42590,47948,1121,680,2239,10119,16766,18144,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png,https://s.gr-assets.com/assets/nophoto/book/50x75-a91bf249278a81aabab721ef782c4a74.png
2474,1303,1303,1297604,66,140280197,9780140280200.0,"Robert Greene, Joost Elffers",1988.0,The 48 Laws of Power,The 48 Laws of Power,,4.18,37613,40152,2166,927,1790,5953,12041,19441,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png,https://s.gr-assets.com/assets/nophoto/book/50x75-a91bf249278a81aabab721ef782c4a74.png
2491,117,117,3634575,86,441328008,9780441328000.0,Frank Herbert,1984.0,Heretics of Dune,Heretics of Dune (Dune Chronicles #5),eng,3.83,40415,43369,612,715,3037,11673,15212,12732,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png,https://s.gr-assets.com/assets/nophoto/book/50x75-a91bf249278a81aabab721ef782c4a74.png
2737,6588,6588,1877371,80,446610224,9780446610220.0,James Patterson,2003.0,The Big Bad Wolf  ,"The Big Bad Wolf  (Alex Cross, #9)",en-US,3.97,37060,40235,938,320,1590,9647,16019,12659,https://images.gr-assets.com/books/1388328154m/6588.jpg,https://images.gr-assets.com/books/1388328154s/6588.jpg
2744,1192,1192,5387,4,1400052580,9781400052580.0,Giada De Laurentiis,2005.0,Everyday Italian: 125 Simple and Delicious Recipes,Everyday Italian: 125 Simple and Delicious Recipes,,3.97,32751,32871,209,1008,1636,6966,10955,12306,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png,https://s.gr-assets.com/assets/nophoto/book/50x75-a91bf249278a81aabab721ef782c4a74.png
2817,105,105,3634569,72,441102670,9780441102680.0,Frank Herbert,1985.0,Chapterhouse: Dune,Chapterhouse: Dune (Dune Chronicles #6),eng,3.89,34822,37155,552,676,2612,9170,12496,12201,https://images.gr-assets.com/books/1260954505m/105.jpg,https://images.gr-assets.com/books/1260954505s/105.jpg
2867,1319,1319,722104,29,446691437,9780446691440.0,"Steven Pressfield, Robert McKee",2002.0,The War of Art: Break Through the Blocks and Win Your Inner Creative Battles,The War of Art: Break Through the Blocks & Win Your Inner Creative Battles,en-US,4.07,31399,37038,3578,992,2088,6294,11688,15976,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png,https://s.gr-assets.com/assets/nophoto/book/50x75-a91bf249278a81aabab721ef782c4a74.png
2985,4538,4538,4242,42,689862210,9780689862210.0,E.L. Konigsburg,1996.0,The View from Saturday,The View from Saturday,,3.74,36803,38226,1748,1549,3151,9697,12950,10879,https://images.gr-assets.com/books/1476944774m/4538.jpg,https://images.gr-assets.com/books/1476944774s/4538.jpg
3106,3698,3698,1469913,135,143039024,9780143039020.0,"Graham Greene, Robert  Stone",1955.0,The Quiet American,The Quiet American,eng,3.96,30395,34078,2105,278,1386,7443,15431,9540,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png,https://s.gr-assets.com/assets/nophoto/book/50x75-a91bf249278a81aabab721ef782c4a74.png
3230,119,119,4479,7,618212906,9780618212900.0,Gary Russell,2002.0,The Lord of the Rings: The Art of The Fellowship of the Ring,The Lord of the Rings: The Art of The Fellowship of the Ring,en-US,4.59,24340,24412,67,211,220,1751,5011,17219,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png,https://s.gr-assets.com/assets/nophoto/book/50x75-a91bf249278a81aabab721ef782c4a74.png
3255,4708,4708,2432116,522,743451503,9780743451500.0,F. Scott Fitzgerald,1922.0,The Beautiful and Damned,The Beautiful and Damned,,3.75,26597,33692,2050,632,2522,9543,12851,8144,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png,https://s.gr-assets.com/assets/nophoto/book/50x75-a91bf249278a81aabab721ef782c4a74.png
3275,8,8,21457576,11,439682584,9780439682590.0,"J.K. Rowling, Mary GrandPré",2003.0,,"Harry Potter Boxed Set, Books 1-5 (Harry Potter, #1-5)",eng,4.77,33220,33424,156,317,233,978,3686,28210,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png,https://s.gr-assets.com/assets/nophoto/book/50x75-a91bf249278a81aabab721ef782c4a74.png
3338,6751,6751,2207382,26,316156116,9780316156110.0,David Foster Wallace,2005.0,Consider the Lobster,Consider the Lobster and Other Essays,eng,4.25,26551,29562,2283,248,717,3541,11853,13203,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png,https://s.gr-assets.com/assets/nophoto/book/50x75-a91bf249278a81aabab721ef782c4a74.png
3404,1362,1362,488198,262,140449086,9780140449080.0,"Herodotus, Aubrey de Sélincourt, John M. Marincola",-440.0,Ἰστορίαι,The Histories,eng,3.97,28870,31985,864,879,1766,6820,10568,11952,https://images.gr-assets.com/books/1399225547m/1362.jpg,https://images.gr-assets.com/books/1399225547s/1362.jpg
3464,5128,5128,1771312,81,60595183,9780060595180.0,Aldous Huxley,1956.0,The Doors of Perception & Heaven and Hell,The Doors of Perception & Heaven and Hell,eng,3.96,24213,27581,840,250,1360,6570,10522,8879,https://images.gr-assets.com/books/1375947566m/5128.jpg,https://images.gr-assets.com/books/1375947566s/5128.jpg
3499,3061,3061,6924,14,395530075,9780395530080.0,"Kimon Nicolaides, Mamie Harmon",1941.0,The Natural Way to Draw,The Natural Way to Draw,en-US,3.88,30880,30957,50,1709,2349,6567,7798,12534,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png,https://s.gr-assets.com/assets/nophoto/book/50x75-a91bf249278a81aabab721ef782c4a74.png
3504,67,67,1062798,42,61159174,9780061159180.0,Edward P. Jones,2003.0,The Known World,The Known World,eng,3.82,26550,29459,2825,831,2186,6907,11005,8530,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png,https://s.gr-assets.com/assets/nophoto/book/50x75-a91bf249278a81aabab721ef782c4a74.png
3560,703,703,911456,76,1400079497,9781400079490.0,Philip Roth,2004.0,The Plot Against America,The Plot Against America,eng,3.71,26262,29204,2482,633,2295,8049,12301,5926,https://images.gr-assets.com/books/1327711853m/703.jpg,https://images.gr-assets.com/books/1327711853s/703.jpg
3570,4820,4820,461542,35,670037605,9780670037600.0,Nathaniel Philbrick,2006.0,"Mayflower: A Story of Courage, Community, and War","Mayflower: A Story of Courage, Community, and War",eng,3.86,25752,27463,2126,547,1573,6686,10958,7699,https://images.gr-assets.com/books/1474488130m/4820.jpg,https://images.gr-assets.com/books/1474488130s/4820.jpg
3598,597,597,2226163,25,743264460,9780743264460.0,Chuck Klosterman,2005.0,Killing Yourself to Live: 85% of a True Story,Killing Yourself to Live: 85% of a True Story,en-US,3.85,23015,23614,1108,457,1414,5826,9442,6475,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png,https://s.gr-assets.com/assets/nophoto/book/50x75-a91bf249278a81aabab721ef782c4a74.png
3753,10,10,21457570,6,439827604,9780439827610.0,J.K. Rowling,2005.0,"Harry Potter Collection (Harry Potter, #1-6)","Harry Potter Collection (Harry Potter, #1-6)",eng,4.73,24618,26274,882,203,186,946,3891,21048,https://images.gr-assets.com/books/1328867351m/10.jpg,https://images.gr-assets.com/books/1328867351s/10.jpg
3762,7797,7797,10846,16,7169973,9780007169980.0,"Theo LeSieg, Roy McKie",1961.0,Ten Apples Up on Top,Ten Apples Up On Top!,eng,4.11,28034,29020,471,439,1517,6152,7340,13572,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png,https://s.gr-assets.com/assets/nophoto/book/50x75-a91bf249278a81aabab721ef782c4a74.png
3764,4645,4645,621924,125,684862212,9780684862220.0,Ernest Hemingway,1938.0,The Snows of Kilimanjaro and Other Stories,The Snows of Kilimanjaro and Other Stories,eng,3.88,21365,27093,1030,388,1539,6693,10765,7708,https://images.gr-assets.com/books/1400889884m/4645.jpg,https://images.gr-assets.com/books/1400889884s/4645.jpg
3787,5182,5182,846655,28,140244824,9780140244820.0,Mary McGarry Morris,1995.0,Songs in Ordinary Time,Songs in Ordinary Time,eng,3.68,27034,27328,489,857,2112,8250,9765,6344,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png,https://s.gr-assets.com/assets/nophoto/book/50x75-a91bf249278a81aabab721ef782c4a74.png
4014,3562,3562,1223124,137,055323370X,9780553233700.0,L.M. Montgomery,1923.0,Emily of New Moon,"Emily of New Moon (Emily, #1)",eng,4.09,33317,34636,1152,449,1371,6963,11736,14117,https://images.gr-assets.com/books/1327883976m/3562.jpg,https://images.gr-assets.com/books/1327883976s/3562.jpg
4034,353,353,75443,53,,,Robert A. Heinlein,1973.0,Time Enough for Love,Time Enough for Love,eng,3.96,25603,27482,683,663,1766,5936,8866,10251,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png,https://s.gr-assets.com/assets/nophoto/book/50x75-a91bf249278a81aabab721ef782c4a74.png
4043,5508,5508,318156,12,140369260,9780140369270.0,"Ruud van der Rol, Rian Verhoeven, Anna Quindlen, Anne Frank, Tony Langham, Plym Peters",1992.0,Anne Frank: Beyond the Diary - A Photographic Remembrance,Anne Frank: Beyond the Diary - A Photographic Remembrance,,4.25,22725,22852,181,499,720,3250,6564,11819,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png,https://s.gr-assets.com/assets/nophoto/book/50x75-a91bf249278a81aabab721ef782c4a74.png
4079,29,29,2170063,28,380715430,9780380715440.0,Bill Bryson,1990.0,The Mother Tongue: English and How It Got That Way,The Mother Tongue: English and How It Got That Way,en-US,3.95,24133,26951,1993,333,1280,6050,10985,8303,https://images.gr-assets.com/books/1388209925m/29.jpg,https://images.gr-assets.com/books/1388209925s/29.jpg
4081,231,231,1005335,53,312424442,9780312424440.0,Tom Wolfe,2004.0,,I am Charlotte Simmons,en-US,3.4,19293,21580,1891,1481,2886,6557,6890,3766,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png,https://s.gr-assets.com/assets/nophoto/book/50x75-a91bf249278a81aabab721ef782c4a74.png
4119,2094,2094,16552333,89,553804367,9780553804360.0,"Stephen Hawking, Leonard Mlodinow",2005.0,A Briefer History of Time,A Briefer History of Time,eng,4.19,19838,22637,888,228,574,3555,8647,9633,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png,https://s.gr-assets.com/assets/nophoto/book/50x75-a91bf249278a81aabab721ef782c4a74.png
4149,1519,1519,2378,255,140443339,9780140443330.0,"Aeschylus, Robert Fagles, William Bedell Stanford",-458.0,Ὀρέστεια,"The Oresteia  (Ορέστεια, #1-3)",eng,3.99,24588,28162,705,323,1471,6415,9813,10140,https://images.gr-assets.com/books/1391822282m/1519.jpg,https://images.gr-assets.com/books/1391822282s/1519.jpg
4229,36,36,4414,12,618391002,9780618391000.0,"Chris   Smith, Christopher Lee, Richard Taylor",,The Lord of the Rings: Weapons and Warfare,The Lord of the Rings: Weapons and Warfare,eng,4.53,18788,18911,49,297,282,1556,3743,13033,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png,https://s.gr-assets.com/assets/nophoto/book/50x75-a91bf249278a81aabab721ef782c4a74.png
4268,880,880,268880,109,812974611,9780812974610.0,Robert   Harris,2003.0,Pompeii,Pompeii,eng,3.79,22734,26679,1800,344,1682,7409,11015,6229,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png,https://s.gr-assets.com/assets/nophoto/book/50x75-a91bf249278a81aabab721ef782c4a74.png
4298,668,668,1711534,63,451187849,9780451187840.0,"Ayn Rand, Leonard Peikoff",1936.0,We the Living,We the Living,eng,3.89,20994,22571,1178,647,1531,5121,7689,7583,https://images.gr-assets.com/books/1306188481m/668.jpg,https://images.gr-assets.com/books/1306188481s/668.jpg
4602,275,275,1009849,148,375700528,9780375700520.0,"Marguerite Duras, Barbara Bray, Maxine Hong Kingston",1984.0,L'Amant,The Lover,eng,3.76,18947,24857,1684,656,2197,6541,8632,6831,https://images.gr-assets.com/books/1423329337m/275.jpg,https://images.gr-assets.com/books/1423329337s/275.jpg
4691,1624,1624,192528,54,865471185,9780865471180.0,Beryl Markham,1942.0,West with the Night,West with the Night,en-US,4.18,19738,21928,2226,268,712,3554,7631,9763,https://images.gr-assets.com/books/1368204688m/1624.jpg,https://images.gr-assets.com/books/1368204688s/1624.jpg
4731,1305,1305,1154187,49,055338368X,9780553383680.0,Steven Pressfield,1998.0,Gates of Fire: An Epic Novel of the Battle of Thermopylae,Gates of Fire: An Epic Novel of the Battle of Thermopylae,,4.4,17952,21093,1561,156,421,2190,6333,11993,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png,https://s.gr-assets.com/assets/nophoto/book/50x75-a91bf249278a81aabab721ef782c4a74.png
4908,900,900,387,44,60554738,9780060554740.0,Neil Strauss,2005.0,The Game,The Game: Penetrating the Secret Society of Pickup Artists,en-US,3.73,16698,19145,1517,702,1643,4766,6953,5081,https://images.gr-assets.com/books/1410129471m/900.jpg,https://images.gr-assets.com/books/1410129471s/900.jpg
4937,903,903,1731888,25,808553038,9780808553040.0,Zilpha Keatley Snyder,1967.0,The Egypt Game,"The Egypt Game (Game, #1)",eng,3.81,26657,28206,1140,798,2070,7229,9716,8393,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png,https://s.gr-assets.com/assets/nophoto/book/50x75-a91bf249278a81aabab721ef782c4a74.png
4983,3692,3692,3266950,100,99478420,9780099478420.0,Graham Greene,1948.0,The Heart of the Matter,The Heart of the Matter,eng,3.98,19149,21135,995,275,953,4426,8660,6821,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png,https://s.gr-assets.com/assets/nophoto/book/50x75-a91bf249278a81aabab721ef782c4a74.png
5146,424,424,1844,34,374521727,9780374521720.0,Joan Didion,1968.0,Slouching Towards Bethlehem: Essays,Slouching Towards Bethlehem,,4.24,17787,20348,1571,146,558,2866,7513,9265,https://images.gr-assets.com/books/1327952074m/424.jpg,https://images.gr-assets.com/books/1327952074s/424.jpg
5150,446,446,1991577,66,312426232,9780312426230.0,Paul Auster,2005.0,The Brooklyn Follies,The Brooklyn Follies,eng,3.81,15635,18350,1348,241,1057,4746,8145,4161,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png,https://s.gr-assets.com/assets/nophoto/book/50x75-a91bf249278a81aabab721ef782c4a74.png
5180,2368,2368,54350,25,671447548,9780671447540.0,David McCullough,1981.0,Mornings on Horseback,Mornings on Horseback,en-US,4.1,18321,18950,1073,422,706,3092,7000,7730,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png,https://s.gr-assets.com/assets/nophoto/book/50x75-a91bf249278a81aabab721ef782c4a74.png
5306,822,822,934263,35,60733357,9780060733350.0,Neal Stephenson,2004.0,The Confusion,"The Confusion (The Baroque Cycle, #2)",en-US,4.24,17381,19175,621,144,580,2647,6995,8809,https://images.gr-assets.com/books/1407706997m/822.jpg,https://images.gr-assets.com/books/1407706997s/822.jpg
5315,428,428,4703,35,374529949,9780374529950.0,"Joan Didion, David Thomson",1970.0,Play It as It Lays,Play It as It Lays,eng,3.86,17411,18447,1440,321,1263,4385,7114,5364,https://images.gr-assets.com/books/1327935636m/428.jpg,https://images.gr-assets.com/books/1327935636s/428.jpg
5508,3581,3581,6658462,13,553212419,9780553212420.0,Arthur Conan Doyle,1927.0,"Sherlock Holmes: The Complete Novels and Stories, Volume I","Sherlock Holmes: The Complete Novels and Stories, Volume I",eng,4.45,17950,18082,505,92,194,1676,5641,10479,https://images.gr-assets.com/books/1320490450m/3581.jpg,https://images.gr-assets.com/books/1320490450s/3581.jpg
5629,5198,5198,2458248,60,452280397,9780452280400.0,Toni Morrison,1997.0,,Paradise,eng,3.77,17524,19079,775,685,1415,4877,6688,5414,https://images.gr-assets.com/books/1327935897m/5198.jpg,https://images.gr-assets.com/books/1327935897s/5198.jpg
5667,5175,5175,3266662,25,038079487X,9780380794870.0,Pearl Cleage,1997.0,What Looks Like Crazy on an Ordinary Day,"What Looks Like Crazy on an Ordinary Day (Idlewild, #1)",eng,3.7,17853,18444,610,359,1568,5728,6439,4350,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png,https://s.gr-assets.com/assets/nophoto/book/50x75-a91bf249278a81aabab721ef782c4a74.png
5808,3381,3381,919466,31,1582344159,9781582344160.0,Douglas Coupland,2003.0,Hey Nostradamus!,Hey Nostradamus!,eng,3.72,14645,16109,621,309,1152,4904,6137,3607,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png,https://s.gr-assets.com/assets/nophoto/book/50x75-a91bf249278a81aabab721ef782c4a74.png
5915,304,304,313957,243,037576013X,9780375760140.0,"George Eliot, Edmund White",1876.0,Daniel Deronda,Daniel Deronda,eng,3.82,17723,19145,728,543,1361,4705,6835,5701,https://images.gr-assets.com/books/1320432000m/304.jpg,https://images.gr-assets.com/books/1320432000s/304.jpg
6066,1627,1627,1795113,19,743271327,9780743271320.0,Annie Proulx,1997.0,Brokeback Mountain,Brokeback Mountain,en-US,3.93,19871,21992,1616,417,1250,4943,8306,7076,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png,https://s.gr-assets.com/assets/nophoto/book/50x75-a91bf249278a81aabab721ef782c4a74.png
6123,348,348,2055615,75,345413997,9780345413990.0,Robert A. Heinlein,1957.0,The Door into Summer,The Door Into Summer,eng,4.0,15298,18028,829,132,745,4180,6964,6007,https://images.gr-assets.com/books/1342241886m/348.jpg,https://images.gr-assets.com/books/1342241886s/348.jpg
6175,8951,8951,3214277,49,316016659,9780316016650.0,Darren Shan,2002.0,"The Lake of Souls (Cirque Du Freak, #10)","The Lake of Souls (Cirque Du Freak, #10)",,4.19,16803,18281,405,188,796,3094,5525,8678,https://images.gr-assets.com/books/1255988654m/8951.jpg,https://images.gr-assets.com/books/1255988654s/8951.jpg
6223,3763,3763,171188,135,142003239,9780142003240.0,Ian Fleming,1954.0,Live and Let Die,"Live and Let Die (James Bond, #2)",eng,3.62,14230,17626,1146,218,1337,6315,6773,2983,https://images.gr-assets.com/books/1327953982m/3763.jpg,https://images.gr-assets.com/books/1327953982s/3763.jpg
6351,3858,3858,4227,29,767915747,9780767915750.0,Sarah Macdonald,2002.0,Holy Cow: An Indian Adventure,Holy Cow: An Indian Adventure,eng,3.51,13627,14205,1088,674,1599,4467,4672,2793,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png,https://s.gr-assets.com/assets/nophoto/book/50x75-a91bf249278a81aabab721ef782c4a74.png
